Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Health,Asthma,Asthma-Related ER Visits,2014,32.15,"Census Tract 2772, Los Angeles County, California",277200,Westchester,1400000US06037277200,"(33.952729, -118.381902)",Asthma_Related_ER_Visits_2014_1400000US06037277200,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.964888,"Census Tract 4002.07, Los Angeles County, California",400207,La Verne,1400000US06037400207,"(34.1434075, -117.772268)",Asthma_Related_ER_Visits_2014_1400000US06037400207,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,63.58,"Census Tract 6007.03, Los Angeles County, California",600703,Inglewood,1400000US06037600703,"(33.958129, -118.336911)",Asthma_Related_ER_Visits_2014_1400000US06037600703,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,72.49693499999999,"Census Tract 5702.02, Los Angeles County, California",570202,Long Beach,1400000US06037570202,"(33.8798935, -118.1781265)",Asthma_Related_ER_Visits_2014_1400000US06037570202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,57.54,"Census Tract 4027.05, Los Angeles County, California",402705,Pomona,1400000US06037402705,"(34.0712185, -117.731491)",Asthma_Related_ER_Visits_2014_1400000US06037402705,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,79.15039299999999,"Census Tract 5424.02, Los Angeles County, California",542402,Compton,1400000US06037542402,"(33.881026, -118.211839)",Asthma_Related_ER_Visits_2014_1400000US06037542402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.923902,"Census Tract 2741, Los Angeles County, California",274100,Venice,1400000US06037274100,"(33.9883695, -118.450146)",Asthma_Related_ER_Visits_2014_1400000US06037274100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,66.302002,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,1400000US06037222002,"(34.0218995, -118.3135615)",Asthma_Related_ER_Visits_2014_1400000US06037222002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,56.133664,"Census Tract 2046, Los Angeles County, California",204600,Boyle Heights,1400000US06037204600,"(34.036247, -118.2161145)",Asthma_Related_ER_Visits_2014_1400000US06037204600,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.197501,"Census Tract 4048.03, Los Angeles County, California",404803,Baldwin Park,1400000US06037404803,"(34.066904, -117.9657045)",Asthma_Related_ER_Visits_2014_1400000US06037404803,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.398525,"Census Tract 2975, Los Angeles County, California",297500,San Pedro,1400000US06037297500,"(33.713354, -118.3018828)",Asthma_Related_ER_Visits_2014_1400000US06037297500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,27.72,"Census Tract 4064.12, Los Angeles County, California",406412,West Covina,1400000US06037406412,"(34.0649545, -117.898946)",Asthma_Related_ER_Visits_2014_1400000US06037406412,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,59.501919,"Census Tract 1192.02, Los Angeles County, California",119202,Arleta,1400000US06037119202,"(34.2559555, -118.442705)",Asthma_Related_ER_Visits_2014_1400000US06037119202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,31.59,"Census Tract 5711.02, Los Angeles County, California",571102,Lakewood,1400000US06037571102,"(33.835982, -118.1163515)",Asthma_Related_ER_Visits_2014_1400000US06037571102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,23.31796,"Census Tract 4803.02, Los Angeles County, California",480302,Alhambra,1400000US06037480302,"(34.101241, -118.1218435)",Asthma_Related_ER_Visits_2014_1400000US06037480302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,64.59999999999999,"Census Tract 5769.03, Los Angeles County, California",576903,Long Beach,1400000US06037576903,"(33.7807795, -118.1567715)",Asthma_Related_ER_Visits_2014_1400000US06037576903,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.61,"Census Tract 1892.01, Los Angeles County, California",189201,Los Feliz,1400000US06037189201,"(34.103583, -118.296163)",Asthma_Related_ER_Visits_2014_1400000US06037189201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,63.520198,"Census Tract 5018.02, Los Angeles County, California",501802,Whittier,1400000US06037501802,"(33.966778, -118.0280925)",Asthma_Related_ER_Visits_2014_1400000US06037501802,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.560302,"Census Tract 5336.02, Los Angeles County, California",533602,Bell,1400000US06037533602,"(33.9771245, -118.1965575)",Asthma_Related_ER_Visits_2014_1400000US06037533602,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,91.89,"Census Tract 5432.02, Los Angeles County, California",543202,Compton,1400000US06037543202,"(33.8809455, -118.2326515)",Asthma_Related_ER_Visits_2014_1400000US06037543202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.14,"Census Tract 2946.10, Los Angeles County, California",294610,Wilmington,1400000US06037294610,"(33.787242, -118.2581725)",Asthma_Related_ER_Visits_2014_1400000US06037294610,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,45.2,"Census Tract 4073.02, Los Angeles County, California",407302,West Puente Valley,1400000US06037407302,"(34.039506, -117.960844)",Asthma_Related_ER_Visits_2014_1400000US06037407302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,124.3774,"Census Tract 2373, Los Angeles County, California",237300,Chesterfield Square,1400000US06037237300,"(33.978464, -118.3111655)",Asthma_Related_ER_Visits_2014_1400000US06037237300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,16.46993,"Census Tract 2622, Los Angeles County, California",262200,Bel-Air,1400000US06037262200,"(34.1015635, -118.468744)",Asthma_Related_ER_Visits_2014_1400000US06037262200,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,26.431526,"Census Tract 2163, Los Angeles County, California",216300,Carthay,1400000US06037216300,"(34.059083, -118.363807)",Asthma_Related_ER_Visits_2014_1400000US06037216300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,35.712794,"Census Tract 3111, Los Angeles County, California",311100,Burbank,1400000US06037311100,"(34.1859125, -118.355053)",Asthma_Related_ER_Visits_2014_1400000US06037311100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.367324,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,1400000US06037224320,"(34.041517, -118.2804885)",Asthma_Related_ER_Visits_2014_1400000US06037224320,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,25.69,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,1400000US06037408501,"(34.011155, -117.9683905)",Asthma_Related_ER_Visits_2014_1400000US06037408501,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,27.47,"Census Tract 4004.04, Los Angeles County, California",400404,Glendora,1400000US06037400404,"(34.157878, -117.8203355)",Asthma_Related_ER_Visits_2014_1400000US06037400404,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.212951,"Census Tract 1343.04, Los Angeles County, California",134304,Canoga Park,1400000US06037134304,"(34.213963, -118.6102945)",Asthma_Related_ER_Visits_2014_1400000US06037134304,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,26.58,"Census Tract 4825.03, Los Angeles County, California",482503,Rosemead,1400000US06037482503,"(34.05827, -118.094998)",Asthma_Related_ER_Visits_2014_1400000US06037482503,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,41.84,"Census Tract 5302.03, Los Angeles County, California",530203,Montebello,1400000US06037530203,"(34.027157, -118.1272475)",Asthma_Related_ER_Visits_2014_1400000US06037530203,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,23.426938,"Census Tract 2679.01, Los Angeles County, California",267901,Century City,1400000US06037267901,"(34.0567325, -118.413721)",Asthma_Related_ER_Visits_2014_1400000US06037267901,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,99.45055000000001,"Census Tract 2383.10, Los Angeles County, California",238310,Vermont Knolls,1400000US06037238310,"(33.9660195, -118.2861825)",Asthma_Related_ER_Visits_2014_1400000US06037238310,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,34.98,"Census Tract 5358.03, Los Angeles County, California",535803,South Gate,1400000US06037535803,"(33.948089, -118.210065)",Asthma_Related_ER_Visits_2014_1400000US06037535803,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,19.84875,"Census Tract 1941.02, Los Angeles County, California",194102,Hollywood Hills West,1400000US06037194102,"(34.116151, -118.365906)",Asthma_Related_ER_Visits_2014_1400000US06037194102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.40847,"Census Tract 2701, Los Angeles County, California",270100,Palms,1400000US06037270100,"(34.026374, -118.395677)",Asthma_Related_ER_Visits_2014_1400000US06037270100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,24.905467,"Census Tract 3020.02, Los Angeles County, California",302002,Glendale,1400000US06037302002,"(34.1490325, -118.24991)",Asthma_Related_ER_Visits_2014_1400000US06037302002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.91,"Census Tract 4050.02, Los Angeles County, California",405002,Baldwin Park,1400000US06037405002,"(34.103336, -117.9489975)",Asthma_Related_ER_Visits_2014_1400000US06037405002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,55.94,"Census Tract 1276.04, Los Angeles County, California",127604,Van Nuys,1400000US06037127604,"(34.199296, -118.479612)",Asthma_Related_ER_Visits_2014_1400000US06037127604,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,26.213858,"Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,1400000US06037212610,"(34.0598685, -118.314272)",Asthma_Related_ER_Visits_2014_1400000US06037212610,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.700522,"Census Tract 1882.01, Los Angeles County, California",188201,Los Feliz,1400000US06037188201,"(34.112061, -118.2742745)",Asthma_Related_ER_Visits_2014_1400000US06037188201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.043374,"Census Tract 3001, Los Angeles County, California",300100,La Crescenta-Montrose,1400000US06037300100,"(34.240611, -118.235107)",Asthma_Related_ER_Visits_2014_1400000US06037300100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.955133,"Census Tract 1373.02, Los Angeles County, California",137302,Woodland Hills,1400000US06037137302,"(34.177044, -118.6555755)",Asthma_Related_ER_Visits_2014_1400000US06037137302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,60.904575,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Asthma_Related_ER_Visits_2014_1400000US06037119342,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,57.281026,"Census Tract 4027.06, Los Angeles County, California",402706,Pomona,1400000US06037402706,"(34.0713115, -117.7195055)",Asthma_Related_ER_Visits_2014_1400000US06037402706,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.784895,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,1400000US06037209103,"(34.0570845, -118.2639395)",Asthma_Related_ER_Visits_2014_1400000US06037209103,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.042024,"Census Tract 5539.01, Los Angeles County, California",553901,Paramount,1400000US06037553901,"(33.892811, -118.1513965)",Asthma_Related_ER_Visits_2014_1400000US06037553901,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.74,"Census Tract 3012.03, Los Angeles County, California",301203,Glendale,1400000US06037301203,"(34.1663435, -118.260688)",Asthma_Related_ER_Visits_2014_1400000US06037301203,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.35,"Census Tract 4821.01, Los Angeles County, California",482101,Monterey Park,1400000US06037482101,"(34.057061, -118.1362945)",Asthma_Related_ER_Visits_2014_1400000US06037482101,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,31.781139,"Census Tract 1352.01, Los Angeles County, California",135201,West Hills,1400000US06037135201,"(34.1883425, -118.627666)",Asthma_Related_ER_Visits_2014_1400000US06037135201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,50.90585,"Census Tract 5019, Los Angeles County, California",501900,Whittier,1400000US06037501900,"(33.956138, -118.02683)",Asthma_Related_ER_Visits_2014_1400000US06037501900,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.291188,"Census Tract 1277.11, Los Angeles County, California",127711,Van Nuys,1400000US06037127711,"(34.1871595, -118.4701935)",Asthma_Related_ER_Visits_2014_1400000US06037127711,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.77,"Census Tract 1012.20, Los Angeles County, California",101220,Tujunga,1400000US06037101220,"(34.2511895, -118.281014)",Asthma_Related_ER_Visits_2014_1400000US06037101220,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,47.958754,"Census Tract 5503, Los Angeles County, California",550300,Norwalk,1400000US06037550300,"(33.924951, -118.0999545)",Asthma_Related_ER_Visits_2014_1400000US06037550300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,34.067336,"Census Tract 4622.01, Los Angeles County, California",462201,Pasadena,1400000US06037462201,"(34.1548915, -118.136967)",Asthma_Related_ER_Visits_2014_1400000US06037462201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,25.69,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,1400000US06037408624,"(33.9940835, -117.949281)",Asthma_Related_ER_Visits_2014_1400000US06037408624,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,50.653601,"Census Tract 5031.03, Los Angeles County, California",503103,South Whittier,1400000US06037503103,"(33.92885, -118.0410545)",Asthma_Related_ER_Visits_2014_1400000US06037503103,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.351067,"Census Tract 1329, Los Angeles County, California",132900,Encino,1400000US06037132900,"(34.185127, -118.525918)",Asthma_Related_ER_Visits_2014_1400000US06037132900,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,13.083023,"Census Tract 2654.20, Los Angeles County, California",265420,Westwood,1400000US06037265420,"(34.070607, -118.4605875)",Asthma_Related_ER_Visits_2014_1400000US06037265420,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.131237,"Census Tract 4024.02, Los Angeles County, California",402402,Pomona,1400000US06037402402,"(34.0527815, -117.789834)",Asthma_Related_ER_Visits_2014_1400000US06037402402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.784028,"Census Tract 2017, Los Angeles County, California",201700,El Sereno,1400000US06037201700,"(34.068283, -118.1738345)",Asthma_Related_ER_Visits_2014_1400000US06037201700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.494329,"Census Tract 1917.10, Los Angeles County, California",191710,Hollywood,1400000US06037191710,"(34.0871295, -118.315709)",Asthma_Related_ER_Visits_2014_1400000US06037191710,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,45.65,"Census Tract 1913.01, Los Angeles County, California",191301,East Hollywood,1400000US06037191301,"(34.092753, -118.286057)",Asthma_Related_ER_Visits_2014_1400000US06037191301,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.569914,"Census Tract 1285, Los Angeles County, California",128500,Sherman Oaks,1400000US06037128500,"(34.1703025, -118.4443375)",Asthma_Related_ER_Visits_2014_1400000US06037128500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,41.791273,"Census Tract 1112.05, Los Angeles County, California",111205,Northridge,1400000US06037111205,"(34.253636, -118.5358265)",Asthma_Related_ER_Visits_2014_1400000US06037111205,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,68.944334,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Asthma_Related_ER_Visits_2014_1400000US06037218600,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,91.28744,"Census Tract 5428, Los Angeles County, California",542800,Compton,1400000US06037542800,"(33.899566, -118.247761)",Asthma_Related_ER_Visits_2014_1400000US06037542800,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.14492,"Census Tract 2756.03, Los Angeles County, California",275603,Playa Vista,1400000US06037275603,"(33.986639, -118.405224)",Asthma_Related_ER_Visits_2014_1400000US06037275603,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,54.08,"Census Tract 1224.10, Los Angeles County, California",122410,Sun Valley,1400000US06037122410,"(34.204063, -118.3921485)",Asthma_Related_ER_Visits_2014_1400000US06037122410,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,59.61,"Census Tract 1048.22, Los Angeles County, California",104822,Pacoima,1400000US06037104822,"(34.245882, -118.4209225)",Asthma_Related_ER_Visits_2014_1400000US06037104822,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,30.150387,"Census Tract 5548.01, Los Angeles County, California",554801,Artesia,1400000US06037554801,"(33.876682, -118.0829655)",Asthma_Related_ER_Visits_2014_1400000US06037554801,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,66.01000000000001,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,1400000US06037219010,"(34.027596, -118.322938)",Asthma_Related_ER_Visits_2014_1400000US06037219010,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,41.84,"Census Tract 5321.02, Los Angeles County, California",532102,Montebello,1400000US06037532102,"(33.997581, -118.111544)",Asthma_Related_ER_Visits_2014_1400000US06037532102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,23.83692,"Census Tract 4811.01, Los Angeles County, California",481101,San Gabriel,1400000US06037481101,"(34.098345, -118.106683)",Asthma_Related_ER_Visits_2014_1400000US06037481101,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.061693,"Census Tract 1959.01, Los Angeles County, California",195901,Silver Lake,1400000US06037195901,"(34.0880975, -118.2816585)",Asthma_Related_ER_Visits_2014_1400000US06037195901,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.408173,"Census Tract 4011.02, Los Angeles County, California",401102,Glendora,1400000US06037401102,"(34.1305755, -117.8659455)",Asthma_Related_ER_Visits_2014_1400000US06037401102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,59.39,"Census Tract 5350.02, Los Angeles County, California",535002,Florence-Firestone,1400000US06037535002,"(33.971089, -118.24658)",Asthma_Related_ER_Visits_2014_1400000US06037535002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.53,"Census Tract 2293, Los Angeles County, California",229300,South Park,1400000US06037229300,"(33.998151, -118.269586)",Asthma_Related_ER_Visits_2014_1400000US06037229300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,67.29990599999999,"Census Tract 6005.02, Los Angeles County, California",600502,Inglewood,1400000US06037600502,"(33.928157, -118.3297925)",Asthma_Related_ER_Visits_2014_1400000US06037600502,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.16,"Census Tract 3104, Los Angeles County, California",310400,Burbank,1400000US06037310400,"(34.2016605, -118.3363205)",Asthma_Related_ER_Visits_2014_1400000US06037310400,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,35.86,"Census Tract 1997, Los Angeles County, California",199700,Lincoln Heights,1400000US06037199700,"(34.0679435, -118.221008)",Asthma_Related_ER_Visits_2014_1400000US06037199700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,66.01000000000001,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,1400000US06037221401,"(34.0339245, -118.3133125)",Asthma_Related_ER_Visits_2014_1400000US06037221401,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,46.051254,"Census Tract 5332.01, Los Angeles County, California",533201,Huntington Park,1400000US06037533201,"(33.9819865, -118.208027)",Asthma_Related_ER_Visits_2014_1400000US06037533201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.151804,"Census Tract 5550.02, Los Angeles County, California",555002,Lakewood,1400000US06037555002,"(33.834986, -118.088393)",Asthma_Related_ER_Visits_2014_1400000US06037555002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,87.28837300000001,"Census Tract 5406, Los Angeles County, California",540600,Willowbrook,1400000US06037540600,"(33.924654, -118.23355)",Asthma_Related_ER_Visits_2014_1400000US06037540600,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,46.570812,"Census Tract 4324.01, Los Angeles County, California",432401,El Monte,1400000US06037432401,"(34.090727, -118.0227495)",Asthma_Related_ER_Visits_2014_1400000US06037432401,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,74.474463,"Census Tract 5733, Los Angeles County, California",573300,Long Beach,1400000US06037573300,"(33.7948965, -118.1741585)",Asthma_Related_ER_Visits_2014_1400000US06037573300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,39.824643,"Census Tract 1911.10, Los Angeles County, California",191110,East Hollywood,1400000US06037191110,"(34.096507, -118.304869)",Asthma_Related_ER_Visits_2014_1400000US06037191110,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.06,"Census Tract 5527, Los Angeles County, California",552700,Norwalk,1400000US06037552700,"(33.898588, -118.073231)",Asthma_Related_ER_Visits_2014_1400000US06037552700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.911349,"Census Tract 4047.01, Los Angeles County, California",404701,Baldwin Park,1400000US06037404701,"(34.07202, -117.996061)",Asthma_Related_ER_Visits_2014_1400000US06037404701,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,40.38,"Census Tract 4067.02, Los Angeles County, California",406702,West Covina,1400000US06037406702,"(34.0638995, -117.9353755)",Asthma_Related_ER_Visits_2014_1400000US06037406702,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,31.36,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,1400000US06037407002,"(34.053581, -117.992902)",Asthma_Related_ER_Visits_2014_1400000US06037407002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,22.094883,"Census Tract 2118.02, Los Angeles County, California",211802,Koreatown,1400000US06037211802,"(34.0635375, -118.304729)",Asthma_Related_ER_Visits_2014_1400000US06037211802,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,54.163462,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,1400000US06037122000,"(34.2171585, -118.4183795)",Asthma_Related_ER_Visits_2014_1400000US06037122000,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,71.877167,"Census Tract 2060.31, Los Angeles County, California",206031,Downtown,1400000US06037206031,"(34.0344105, -118.23121)",Asthma_Related_ER_Visits_2014_1400000US06037206031,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.761011,"Census Tract 2932.02, Los Angeles County, California",293202,Harbor Gateway,1400000US06037293202,"(33.8194175, -118.303755)",Asthma_Related_ER_Visits_2014_1400000US06037293202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,50.033293,"Census Tract 5013, Los Angeles County, California",501300,Whittier,1400000US06037501300,"(33.9921455, -118.0545255)",Asthma_Related_ER_Visits_2014_1400000US06037501300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,77.800158,"Census Tract 2398.02, Los Angeles County, California",239802,Florence,1400000US06037239802,"(33.962406, -118.2629525)",Asthma_Related_ER_Visits_2014_1400000US06037239802,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.14,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,1400000US06037221710,"(34.034366, -118.287757)",Asthma_Related_ER_Visits_2014_1400000US06037221710,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,73.56,"Census Tract 2198, Los Angeles County, California",219800,West Adams,1400000US06037219800,"(34.0298385, -118.354579)",Asthma_Related_ER_Visits_2014_1400000US06037219800,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.275919,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,1400000US06037208302,"(34.0634965, -118.26261)",Asthma_Related_ER_Visits_2014_1400000US06037208302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,99.806843,"Census Tract 5758.01, Los Angeles County, California",575801,Long Beach,1400000US06037575801,"(33.7789725, -118.202434)",Asthma_Related_ER_Visits_2014_1400000US06037575801,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,24.645726,"Census Tract 4814.02, Los Angeles County, California",481402,San Gabriel,1400000US06037481402,"(34.083295, -118.091542)",Asthma_Related_ER_Visits_2014_1400000US06037481402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,22.226414,"Census Tract 2766.01, Los Angeles County, California",276601,Westchester,1400000US06037276601,"(33.9657265, -118.432256)",Asthma_Related_ER_Visits_2014_1400000US06037276601,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.964448,"Census Tract 1851, Los Angeles County, California",185100,Mount Washington,1400000US06037185100,"(34.1047205, -118.211798)",Asthma_Related_ER_Visits_2014_1400000US06037185100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,50.526058,"Census Tract 1317.01, Los Angeles County, California",131701,Reseda,1400000US06037131701,"(34.2046655, -118.5578915)",Asthma_Related_ER_Visits_2014_1400000US06037131701,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,79.34999999999999,"Census Tract 5421.05, Los Angeles County, California",542105,Compton,1400000US06037542105,"(33.894058, -118.198844)",Asthma_Related_ER_Visits_2014_1400000US06037542105,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,17.259253,"Census Tract 4307.01, Los Angeles County, California",430701,Arcadia,1400000US06037430701,"(34.13986, -118.0557935)",Asthma_Related_ER_Visits_2014_1400000US06037430701,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.421463,"Census Tract 4033.24, Los Angeles County, California",403324,Diamond Bar,1400000US06037403324,"(33.98046, -117.8144505)",Asthma_Related_ER_Visits_2014_1400000US06037403324,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,47.442795,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,1400000US06037218210,"(34.043303, -118.3422655)",Asthma_Related_ER_Visits_2014_1400000US06037218210,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,39.41,"Census Tract 1254.01, Los Angeles County, California",125401,North Hollywood,1400000US06037125401,"(34.1612765, -118.374603)",Asthma_Related_ER_Visits_2014_1400000US06037125401,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.569389,"Census Tract 1992.02, Los Angeles County, California",199202,Montecito Heights,1400000US06037199202,"(34.0810735, -118.2029945)",Asthma_Related_ER_Visits_2014_1400000US06037199202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,49.670962,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,1400000US06037115404,"(34.2257645, -118.5412445)",Asthma_Related_ER_Visits_2014_1400000US06037115404,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,103.833945,"Census Tract 2412.02, Los Angeles County, California",241202,Vermont Vista,1400000US06037241202,"(33.9333785, -118.2856645)",Asthma_Related_ER_Visits_2014_1400000US06037241202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,34.955612,"Census Tract 5036.02, Los Angeles County, California",503602,La Mirada,1400000US06037503602,"(33.9135745, -118.0030245)",Asthma_Related_ER_Visits_2014_1400000US06037503602,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.058635,"Census Tract 4013.04, Los Angeles County, California",401304,San Dimas,1400000US06037401304,"(34.083891, -117.8126045)",Asthma_Related_ER_Visits_2014_1400000US06037401304,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,101.121693,"Census Tract 2345.02, Los Angeles County, California",234502,Hyde Park,1400000US06037234502,"(34.001849, -118.32479)",Asthma_Related_ER_Visits_2014_1400000US06037234502,01/01/2014
